contrastive_loss_type,lambda_supcon,num_runs,mean_test_accuracy,std_test_accuracy,mean_test_f1_macro,std_test_f1_macro,mean_best_val_accuracy,std_best_val_accuracy,mean_loss_supcon_to_ce,mean_supcon_frac_anchors_with_positive
pairwise_supcon,0.2,14,0.8812142857142857,0.010089011660621488,0.8586026867238206,0.011261100558121864,0.9990476190476191,0.0010262132103581276,0.9190825451727679,1.0
pairwise_supcon,0.1,5,0.8629333333333333,0.01982618918949827,0.8343581646774508,0.026548080279411114,0.9984999999999999,0.0009128709291752675,0.3955193927376896,1.0
pairwise_supcon,0.05,22,0.8678939393939394,0.012457498693127518,0.8458996448886499,0.012271796742175422,0.9983712121212122,0.0009084142503375953,0.23534323032997706,1.0
pairwise_supcon,0.4,1,0.9206666666666666,0.0,0.9021333012189604,0.0,0.9983333333333333,0.0,3.013029079128183,1.0
pairwise_supcon,0.0,1,0.8663333333333333,0.0,0.8436843212718771,0.0,0.9975,0.0,0.0,0.0
pairwise_supcon,0.025,1,0.852,0.0,0.834005763480221,0.0,0.9966666666666667,0.0,0.10266400900432296,1.0
